date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,month
2015-03-02,1,finishing,Monday,9,0.75,2.9,0,1200,0,0.0,0,0,10,0.8004,3
2015-02-25,4,finishing,Wednesday,7,0.75,4.6,0,960,0,0.0,0,0,8,0.676666667,2
2015-03-05,1,finishing,Thursday,1,0.7,3.94,0,960,0,0.0,0,0,8,0.812625,3
2015-02-12,2,finishing,Thursday,8,0.35,4.15,0,1440,0,0.0,0,0,12,0.755486111,2
2015-01-25,4,finishing,Sunday,8,0.8,2.9,0,720,0,0.0,0,0,4,0.329545455,1
2015-02-01,1,finishing,Sunday,4,0.8,4.3,0,1440,0,0.0,0,0,12,0.845069444,2
2015-02-01,1,finishing,Sunday,7,0.7,3.94,0,2160,0,0.0,0,0,18,0.892194444,2
2015-02-05,1,sewing,Thursday,11,0.75,10.05,668.0,2520,34,0.0,0,0,26,0.7504,2
2015-01-20,3,sewing,Tuesday,7,0.35,22.94,1450.0,10080,30,0.0,0,0,56,0.400332792,1
2015-01-12,2,finishing,Monday,2,0.8,3.94,0,1440,0,0.0,0,0,8,0.880530303,1
2015-01-27,4,finishing,Tuesday,8,0.65,3.94,0,960,0,0.0,0,0,8,0.845458333,1
2015-02-26,4,sewing,Thursday,1,0.35,26.66,1164.0,6600,23,0.0,0,2,55,0.378895152,2
2015-01-01,1,sewing,Thursday,7,0.8,25.9,984.0,6720,38,0.0,0,0,56,0.800125,1
2015-01-18,3,sewing,Sunday,3,0.65,22.52,1138.0,10170,35,0.0,0,0,56,0.650416734,1
2015-02-04,1,finishing,Wednesday,9,0.75,3.94,0,960,0,0.0,0,0,8,0.755166667,2
2015-01-24,4,sewing,Saturday,6,0.8,11.61,1009.0,5640,63,0.0,0,0,32,0.800537143,1
2015-03-03,1,finishing,Tuesday,1,0.7,3.94,0,3360,0,0.0,0,0,8,0.555430556,3
2015-02-04,1,sewing,Wednesday,1,0.8,22.52,1532.0,6900,88,0.0,0,0,57,0.900147246,2
2015-03-04,1,finishing,Wednesday,7,0.8,4.6,0,8400,0,0.0,0,0,20,0.684888889,3
2015-01-07,1,finishing,Wednesday,1,0.8,3.94,0,1440,0,0.0,0,0,8,0.951420455,1
2015-01-31,4,sewing,Saturday,9,0.75,29.12,1082.0,6840,81,0.0,0,0,57,0.850610526,1
2015-03-11,2,finishing,Wednesday,5,0.7,3.94,0,1440,0,0.0,0,0,12,0.75885,3
2015-01-05,1,finishing,Monday,11,0.8,3.94,0,2400,0,0.0,0,0,10,0.939513889,1
2015-01-17,3,finishing,Saturday,1,0.8,3.94,0,1440,0,0.0,0,0,8,0.884261364,1
2015-03-09,2,sewing,Monday,2,0.7,16.1,817.0,5520,30,0.0,0,1,45,0.700516224,3
2015-01-14,2,finishing,Wednesday,11,0.8,4.15,0,1980,0,0.0,0,0,7,0.934607438,1
2015-01-13,2,sewing,Tuesday,8,0.8,25.9,1211.0,10260,60,0.0,0,0,57,0.850252525,1
2015-01-08,2,finishing,Thursday,11,0.8,4.15,0,900,0,0.0,0,0,5,0.515606061,1
2015-03-08,2,sewing,Sunday,3,0.8,30.1,1278.0,3360,50,0.0,0,1,57,0.800511068,3
2015-01-22,4,sewing,Thursday,4,0.75,22.52,759.0,10080,81,0.0,0,0,56,0.849983766,1
2015-01-07,1,sewing,Wednesday,12,0.8,11.61,1120.0,5670,50,0.0,0,0,31,0.800246753,1
2015-02-24,4,sewing,Tuesday,12,0.8,15.26,1062.0,4080,50,0.0,0,0,34,0.800401961,2
2015-01-14,2,sewing,Wednesday,1,0.8,26.16,1092.0,10620,63,0.0,0,0,59,0.800117103,1
2015-03-10,2,finishing,Tuesday,3,0.8,4.6,0,1440,0,0.0,0,0,12,0.894444444,3
2015-01-01,1,sewing,Thursday,1,0.75,28.08,681.0,6900,45,0.0,0,0,57,0.750427826,1
2015-01-26,4,finishing,Monday,12,0.7,4.08,0,1620,0,0.0,0,0,9,0.769292929,1
2015-02-22,4,sewing,Sunday,12,0.8,15.26,1103.0,4080,63,0.0,0,0,34,0.800401961,2
2015-01-22,4,sewing,Thursday,9,0.5,29.12,970.0,10440,30,0.0,0,0,58,0.500547544,1
2015-02-05,1,sewing,Thursday,3,0.8,22.52,1063.0,6840,100,0.0,0,0,57,0.950185965,2
2015-01-27,4,finishing,Tuesday,5,0.5,4.15,0,1440,0,0.0,0,0,12,0.926388889,1
2015-03-07,1,sewing,Saturday,2,0.65,16.1,626.0,4200,0,0.0,0,1,45,0.65024031,3
2015-01-08,2,finishing,Thursday,7,0.8,2.9,0,1440,0,0.0,0,0,8,0.681060606,1
2015-01-29,4,sewing,Thursday,4,0.8,22.52,1444.0,6900,88,0.0,0,0,57,0.9008,1
2015-03-09,2,finishing,Monday,2,0.7,3.9,0,0,1200,0.0,0,0,10,0.6825,3
2015-01-31,4,sewing,Saturday,6,0.6,18.79,799.0,3960,23,0.0,0,0,33,0.600710606,1
2015-01-11,2,sewing,Sunday,8,0.8,25.9,1209.0,10170,60,0.0,0,0,56,0.850136766,1
2015-03-10,2,finishing,Tuesday,1,0.75,3.94,0,960,0,0.0,0,0,8,0.880754167,3
2015-02-10,2,sewing,Tuesday,1,0.8,22.52,1546.0,0,88,0.0,0,0,57,0.90047076,2
2015-02-03,1,sewing,Tuesday,1,0.8,22.52,1500.0,6900,113,0.0,0,0,57,1.0,2
2015-03-11,2,sewing,Wednesday,7,0.65,30.48,935.0,6840,26,0.0,0,1,57,0.650596491,3
2015-01-01,1,sewing,Thursday,3,0.75,28.08,795.0,6900,45,0.0,0,0,57,0.753683478,1
2015-02-01,1,sewing,Sunday,9,0.75,29.12,1282.0,6960,45,0.0,0,0,58,0.750593103,2
2015-02-18,3,finishing,Wednesday,10,0.8,3.94,0,960,0,0.0,0,0,8,0.64025,2
2015-01-21,3,sewing,Wednesday,8,0.8,25.9,562.0,7470,38,0.0,0,0,56,0.800436542,1
2015-01-19,3,sewing,Monday,11,0.7,14.89,1484.0,10260,50,0.0,0,0,57,0.700170388,1
2015-02-10,2,finishing,Tuesday,4,0.7,4.15,0,1800,0,0.0,0,0,15,0.796755556,2
2015-02-18,3,finishing,Wednesday,4,0.75,5.13,0,960,0,0.0,0,0,8,0.734645833,2
2015-01-14,2,finishing,Wednesday,2,0.8,3.94,0,1260,0,0.0,0,0,8,0.247316017,1
2015-02-23,4,finishing,Monday,8,0.7,5.13,0,960,0,0.0,0,0,8,0.930416667,2
2015-02-15,3,finishing,Sunday,5,0.75,4.15,0,240,0,0.0,0,0,2,0.760833333,2
2015-02-03,1,sewing,Tuesday,5,0.6,30.1,415.0,6960,0,0.0,0,0,58,0.415172414,2
2015-02-18,3,finishing,Wednesday,12,0.8,5.13,0,1200,0,0.0,0,0,10,0.9918,2
2015-01-31,4,finishing,Saturday,9,0.75,3.94,0,240,0,0.0,0,0,2,0.971866667,1
2015-02-17,3,finishing,Tuesday,3,0.5,5.13,0,1800,0,0.0,0,0,15,0.7866,2
2015-02-14,2,sewing,Saturday,2,0.8,22.52,674.0,3660,63,0.0,0,0,57,0.80037492,2
2015-03-11,2,finishing,Wednesday,2,0.75,3.9,0,1920,0,0.0,0,0,8,0.819270833,3
2015-03-09,2,finishing,Monday,3,0.8,4.6,0,0,1440,0.0,0,0,12,0.795416667,3
2015-01-26,4,finishing,Monday,5,0.7,4.15,0,2700,0,0.0,0,0,15,0.959191919,1
2015-01-31,4,finishing,Saturday,6,0.6,3.94,0,1200,0,0.0,0,0,10,0.971866667,1
2015-03-02,1,sewing,Monday,5,0.65,27.48,544.0,6720,34,0.0,0,0,56,0.700903571,3
2015-01-13,2,sewing,Tuesday,12,0.8,11.61,1063.0,5670,50,0.0,0,0,31,0.800246753,1
2015-03-03,1,sewing,Tuesday,5,0.7,27.48,573.0,6840,30,0.0,0,0,57,0.700659649,3
2015-01-12,2,finishing,Monday,7,0.8,2.9,0,1440,0,0.0,0,0,8,0.648106061,1
2015-01-05,1,sewing,Monday,3,0.75,19.87,944.0,6600,45,0.0,0,0,55,0.75024303,1
2015-01-10,2,finishing,Saturday,1,0.8,3.94,0,2160,0,0.0,0,0,8,0.985,1
2015-02-03,1,sewing,Tuesday,12,0.8,15.26,1029.0,2040,50,0.0,0,0,35,0.800259023,2
2015-02-10,2,sewing,Tuesday,5,0.75,30.1,855.0,7020,45,0.0,0,0,58,0.750356125,2
2015-02-05,1,finishing,Thursday,1,0.8,3.94,0,1440,0,0.0,0,0,12,0.845458333,2
2015-01-08,2,sewing,Thursday,8,0.8,25.9,1026.0,10170,60,0.0,0,0,56,0.850136766,1
2015-02-15,3,sewing,Sunday,11,0.65,11.41,700.0,2640,23,0.0,0,2,53,0.650223718,2
2015-01-24,4,sewing,Saturday,5,0.7,20.4,1382.0,10440,50,0.0,0,0,58,0.700250784,1
2015-02-16,3,finishing,Monday,9,0.8,3.94,0,1200,0,0.0,0,0,10,0.960433333,2
2015-01-29,4,finishing,Thursday,1,0.75,3.94,0,1200,0,0.0,0,0,10,0.853666667,1
2015-03-01,1,finishing,Sunday,1,0.6,3.94,0,3360,0,0.0,0,0,8,0.448722222,3
2015-01-29,4,finishing,Thursday,8,0.65,4.15,0,960,0,0.0,0,0,8,0.877552083,1
2015-02-08,2,sewing,Sunday,4,0.65,30.1,712.0,6780,44,0.0,0,1,56,0.568259587,2
2015-01-20,3,sewing,Tuesday,5,0.7,20.4,1352.0,10260,50,0.0,0,0,57,0.700063796,1
2015-01-22,4,sewing,Thursday,12,0.6,15.26,1492.0,6960,23,0.0,0,0,34,0.600436426,1
2015-01-01,1,sewing,Thursday,8,0.8,26.16,1108.0,7080,98,0.0,0,0,59,0.940725424,1
2015-01-21,3,finishing,Wednesday,5,0.7,4.15,0,2400,0,0.0,0,0,8,0.758173077,1
2015-03-11,2,finishing,Wednesday,7,0.65,3.9,0,960,0,0.0,0,0,8,0.625625,3
2015-01-27,4,sewing,Tuesday,5,0.5,20.79,1455.0,6960,30,0.0,0,0,58,0.500035345,1
2015-03-10,2,finishing,Tuesday,10,0.7,2.9,0,960,0,0.0,0,0,8,0.39875,3
2015-02-24,4,sewing,Tuesday,9,0.7,18.79,1068.0,3000,30,0.0,0,1,52,0.700256795,2
2015-01-11,2,sewing,Sunday,9,0.8,26.16,1095.0,10620,88,0.0,0,0,59,0.900215716,1
2015-01-26,4,sewing,Monday,5,0.75,20.4,1118.0,10320,56,0.0,0,0,58,0.750031447,1
2015-01-07,1,finishing,Wednesday,5,0.7,4.15,0,1440,0,0.0,0,0,8,0.330113636,1
2015-02-07,1,finishing,Saturday,2,0.8,3.94,0,3000,0,0.0,0,0,25,1.0,2
2015-01-31,4,finishing,Saturday,11,0.65,3.94,0,600,0,0.0,0,0,5,0.971866667,1
2015-01-06,1,finishing,Tuesday,10,0.75,3.94,0,1440,0,0.0,0,0,8,0.809640152,1
2015-03-10,2,sewing,Tuesday,12,0.8,15.26,1069.0,4080,63,0.0,0,0,34,0.800401961,3
2015-01-11,2,sewing,Sunday,12,0.8,11.61,896.0,5670,50,0.0,0,0,31,0.800246753,1
2015-02-19,3,finishing,Thursday,6,0.8,2.9,0,4320,0,0.0,0,0,18,0.785864198,2
2015-03-01,1,sewing,Sunday,1,0.6,26.66,1578.0,6840,38,0.0,0,0,57,0.700019883,3
2015-01-14,2,sewing,Wednesday,5,0.7,20.79,965.0,7320,0,0.0,0,0,58,0.700095563,1
2015-01-05,1,sewing,Monday,8,0.8,25.9,1047.0,6780,38,0.0,0,0,56,0.800684366,1
2015-01-08,2,sewing,Thursday,4,0.8,28.08,942.0,10530,75,0.0,0,0,58,0.850181818,1
2015-01-18,3,finishing,Sunday,11,0.65,4.15,0,2160,0,0.0,0,0,12,0.838383838,1
2015-02-08,2,sewing,Sunday,6,0.75,18.79,670.0,3960,34,0.0,0,0,33,0.75065101,2
2015-01-19,3,sewing,Monday,4,0.7,22.52,930.0,10260,63,0.0,0,0,57,0.750068049,1
2015-03-02,1,finishing,Monday,8,0.75,4.6,0,3360,0,0.0,0,0,8,0.773333333,3
2015-01-29,4,finishing,Thursday,4,0.8,4.3,0,1200,0,0.0,0,0,10,0.989,1
2015-02-28,4,finishing,Saturday,3,0.8,4.6,0,6300,0,0.0,0,0,15,0.921703704,2
2015-02-26,4,sewing,Thursday,12,0.8,15.26,1065.0,4080,63,0.0,0,0,34,0.800401961,2
2015-01-28,4,finishing,Wednesday,7,0.6,3.94,0,960,0,0.0,0,0,8,0.406354167,1
2015-01-20,3,sewing,Tuesday,6,0.8,11.41,1047.0,5580,63,0.0,0,0,31,0.800261486,1
2015-02-26,4,sewing,Thursday,5,0.35,27.48,413.0,6840,38,0.0,0,1,57,0.449964912,2
2015-01-10,2,sewing,Saturday,3,0.75,19.87,1075.0,7080,45,0.0,0,0,56,0.750098351,1
2015-01-03,1,sewing,Saturday,11,0.8,11.61,1005.0,7080,50,0.0,0,0,29,0.800237288,1
2015-01-29,4,finishing,Thursday,3,0.8,3.94,0,960,0,0.0,0,0,8,0.4925,1
2015-01-12,2,finishing,Monday,1,0.8,3.94,0,1440,0,0.0,0,0,8,0.955151515,1
2015-02-23,4,finishing,Monday,6,0.8,2.9,0,960,0,0.0,0,0,8,0.3715625,2
2015-01-10,2,finishing,Saturday,5,0.5,4.15,0,1440,0,0.0,0,0,8,0.337973485,1
2015-02-10,2,sewing,Tuesday,4,0.7,30.1,855.0,7020,40,0.0,0,1,58,0.700618234,2
2015-01-11,2,finishing,Sunday,1,0.8,3.94,0,1440,0,0.0,0,0,8,0.873068182,1
2015-01-31,4,sewing,Saturday,3,0.8,22.52,1136.0,6960,113,0.0,0,0,58,1.0,1
2015-02-24,4,finishing,Tuesday,9,0.7,2.9,0,1800,0,0.0,0,0,15,0.726933333,2
2015-03-04,1,finishing,Wednesday,3,0.8,4.6,0,1200,0,0.0,0,0,10,0.939166667,3
2015-01-28,4,finishing,Wednesday,8,0.65,4.15,0,960,0,0.0,0,0,8,0.553333333,1
2015-01-05,1,sewing,Monday,12,0.8,11.61,1037.0,7200,50,0.0,0,0,32,0.800246011,1
2015-03-10,2,sewing,Tuesday,7,0.6,30.48,1017.0,6840,25,0.0,0,1,57,0.630402924,3
2015-02-03,1,finishing,Tuesday,9,0.75,3.94,0,1320,0,0.0,0,0,11,0.919954545,2
2015-01-13,2,sewing,Tuesday,11,0.7,27.13,530.0,9540,37,0.0,0,0,53,0.582301029,1
2015-01-12,2,sewing,Monday,4,0.35,22.4,581.0,7350,0,0.0,0,0,51,0.35063299,1
2015-02-25,4,finishing,Wednesday,6,0.75,2.9,0,960,0,0.0,0,0,8,0.410833333,2
2015-01-08,2,sewing,Thursday,7,0.8,25.9,1050.0,10170,60,0.0,0,0,56,0.850136766,1
2015-03-03,1,finishing,Tuesday,2,0.4,3.9,0,6300,0,0.0,0,0,15,0.567377778,3
2015-03-02,1,finishing,Monday,3,0.8,4.6,0,10080,0,0.0,0,0,24,0.86037037,3
2015-01-11,2,finishing,Sunday,11,0.8,4.15,0,1440,0,0.0,0,0,8,0.668087121,1
2015-01-04,1,finishing,Sunday,9,0.8,3.94,0,960,0,0.0,0,0,8,0.931645833,1
2015-01-07,1,sewing,Wednesday,8,0.8,25.9,1135.0,10170,60,0.0,0,0,56,0.850136766,1
2015-02-18,3,sewing,Wednesday,8,0.65,29.4,962.0,4560,0,4.5,30,2,57,0.251399254,2
2015-02-02,1,sewing,Monday,12,0.8,15.26,12261.0,3600,63,0.0,0,0,35,0.800401961,2
2015-03-08,2,sewing,Sunday,4,0.75,26.82,1082.0,6840,65,0.0,0,0,57,0.850084211,3
2015-03-09,2,finishing,Monday,9,0.75,2.9,0,0,3600,0.0,0,0,15,0.841,3
2015-03-10,2,finishing,Tuesday,5,0.6,3.94,0,1440,0,0.0,0,0,12,0.909391667,3
2015-01-28,4,sewing,Wednesday,1,0.75,22.94,1868.0,6960,81,0.0,0,0,58,0.850362069,1
2015-01-27,4,finishing,Tuesday,2,0.75,3.94,0,1200,0,0.0,0,0,10,0.788,1
2015-01-03,1,sewing,Saturday,1,0.8,28.08,772.0,6300,50,0.0,0,0,56,0.800725314,1
2015-02-08,2,sewing,Sunday,10,0.8,22.52,1388.0,6720,88,0.0,0,0,56,0.9008,2
2015-02-09,2,sewing,Monday,10,0.8,22.52,1127.0,120,88,0.0,0,0,56,0.9008,2
2015-03-05,1,finishing,Thursday,11,0.8,2.9,0,1200,0,0.0,0,0,10,0.927291667,3
2015-03-01,1,sewing,Sunday,8,0.75,29.4,622.0,6240,56,0.0,0,0,57,0.75075,3
2015-01-21,3,finishing,Wednesday,8,0.8,2.9,0,2400,0,0.0,0,0,8,0.594871795,1
2015-02-18,3,sewing,Wednesday,3,0.7,30.1,1057.0,0,40,0.0,0,1,58,0.700603448,2
2015-03-04,1,finishing,Wednesday,12,0.8,4.6,0,1080,0,0.0,0,0,9,0.885925926,3
2015-01-22,4,finishing,Thursday,1,0.7,3.94,0,15000,0,0.0,0,0,25,0.649662222,1
2015-01-26,4,sewing,Monday,8,0.6,15.09,1519.0,360,23,0.0,0,0,52,0.600143365,1
2015-01-15,3,sewing,Thursday,1,0.8,26.16,1160.0,10620,75,0.0,0,0,59,0.850502311,1
2015-02-14,2,sewing,Saturday,4,0.75,30.1,481.0,7140,0,0.0,0,1,59,0.750392157,2
2015-02-28,4,sewing,Saturday,10,0.7,21.82,1448.0,6120,40,0.0,0,1,51,0.700236601,2
2015-01-26,4,sewing,Monday,6,0.8,11.61,1072.0,5760,50,0.0,0,0,32,0.800386364,1
2015-01-24,4,finishing,Saturday,8,0.8,2.9,0,1620,0,0.0,0,0,9,0.910521886,1
2015-02-12,2,finishing,Thursday,1,0.8,3.94,0,1440,0,0.0,0,0,12,0.664875,2
2015-01-11,2,sewing,Sunday,7,0.8,25.9,1012.0,10170,45,0.0,0,0,56,0.850136766,1
2015-01-01,1,finishing,Thursday,11,0.7,4.15,0,1440,0,0.0,0,0,12,0.436326389,1
2015-03-09,2,finishing,Monday,4,0.75,3.94,0,0,960,0.0,0,0,8,0.7953875,3
2015-02-17,3,sewing,Tuesday,6,0.75,18.79,726.0,3360,0,0.0,0,0,33,0.750621354,2
2015-02-03,1,sewing,Tuesday,7,0.7,24.26,1639.0,6720,0,0.0,0,0,56,0.541517857,2
2015-01-05,1,finishing,Monday,1,0.8,3.94,0,1920,0,0.0,0,0,8,0.961059028,1
2015-01-15,3,sewing,Thursday,3,0.5,22.52,1102.0,10170,30,0.0,0,0,56,0.660683293,1
2015-03-08,2,sewing,Sunday,6,0.6,23.41,1266.0,2520,23,0.0,0,1,38,0.601037091,3
2015-01-17,3,finishing,Saturday,5,0.65,4.15,0,2700,0,0.0,0,0,15,0.98719697,1
2015-02-18,3,finishing,Wednesday,7,0.7,5.13,0,960,0,0.0,0,0,8,0.671875,2
2015-01-21,3,finishing,Wednesday,1,0.65,3.94,0,2400,0,0.0,0,0,8,0.505128205,1
2015-02-22,4,finishing,Sunday,10,0.8,3.94,0,960,0,0.0,0,0,8,0.385791667,2
2015-02-17,3,sewing,Tuesday,3,0.7,30.1,1422.0,6960,50,0.0,0,1,58,0.700603448,2
2015-03-03,1,finishing,Tuesday,4,0.7,3.94,0,3360,0,0.0,0,0,8,0.555430556,3
2015-02-11,2,finishing,Wednesday,5,0.7,4.15,0,240,0,0.0,0,0,2,0.87,2
2015-03-11,2,sewing,Wednesday,9,0.75,18.79,290.0,5040,45,0.0,0,0,52,0.750347333,3
2015-02-01,1,finishing,Sunday,2,0.8,3.94,0,1200,0,0.0,0,0,10,0.912766667,2
2015-02-22,4,sewing,Sunday,8,0.7,29.4,1146.0,6840,40,0.0,0,2,57,0.700614035,2
2015-02-23,4,sewing,Monday,2,0.7,30.33,577.0,2160,30,0.0,0,1,58,0.700623,2
2015-01-27,4,sewing,Tuesday,2,0.75,22.52,1635.0,6840,119,0.0,0,0,57,1.0,1
2015-01-24,4,finishing,Saturday,5,0.7,4.15,0,2700,0,0.0,0,0,15,0.966666667,1
2015-02-09,2,finishing,Monday,1,0.8,3.94,0,1200,0,0.0,0,0,10,0.962016667,2
2015-02-24,4,sewing,Tuesday,5,0.8,30.1,450.0,7140,50,0.0,0,0,60,0.800137255,2
2015-02-26,4,finishing,Thursday,10,0.7,2.9,0,3360,0,0.0,0,0,8,0.410833333,2
2015-01-22,4,sewing,Thursday,6,0.8,11.61,955.0,6360,63,0.0,0,0,32,0.800191989,1
2015-01-24,4,finishing,Saturday,2,0.75,3.94,0,1440,0,0.0,0,0,8,0.578314394,1
2015-01-05,1,sewing,Monday,2,0.8,28.08,757.0,6900,50,0.0,0,0,57,0.800076522,1
2015-03-08,2,finishing,Sunday,11,0.8,2.9,0,960,0,0.0,0,0,8,0.755208333,3
2015-02-19,3,finishing,Thursday,8,0.7,5.13,0,1920,0,0.0,0,0,8,0.672135417,2
2015-01-29,4,sewing,Thursday,3,0.8,22.52,1287.0,6840,100,0.0,0,0,57,0.950185965,1
2015-03-04,1,sewing,Wednesday,10,0.7,21.82,1334.0,5760,30,0.0,0,0,53,0.700058333,3
2015-02-04,1,finishing,Wednesday,6,0.7,2.9,0,960,0,0.0,0,0,8,0.531666667,2
2015-01-07,1,sewing,Wednesday,2,0.8,28.08,776.0,10350,63,0.0,0,0,57,0.800594466,1
2015-01-25,4,finishing,Sunday,2,0.75,3.94,0,1440,0,0.0,0,0,8,0.970075758,1
2015-02-04,1,sewing,Wednesday,10,0.8,22.52,1108.0,6720,113,0.0,0,0,56,0.999995238,2
2015-02-04,1,finishing,Wednesday,8,0.7,4.15,0,3000,0,0.0,0,0,25,0.915766667,2
2015-01-06,1,sewing,Tuesday,9,0.8,26.16,1305.0,10620,75,0.0,0,0,59,0.850502311,1
2015-03-09,2,sewing,Monday,8,0.65,30.48,953.0,6720,26,0.0,0,1,56,0.650421429,3
2015-01-29,4,sewing,Thursday,2,0.8,22.52,1416.0,6840,113,0.0,0,0,57,1.0,1
2015-03-05,1,sewing,Thursday,2,0.6,15.28,529.0,1320,0,0.0,0,1,46,0.600099145,3
2015-03-01,1,sewing,Sunday,11,0.8,11.61,347.0,0,50,4.0,20,0,57,0.682433036,3
2015-02-22,4,sewing,Sunday,2,0.7,30.33,746.0,6840,0,0.0,0,1,57,0.700605263,2
2015-01-01,1,sewing,Thursday,10,0.75,19.31,578.0,6480,45,0.0,0,0,54,0.712205247,1
2015-01-24,4,sewing,Saturday,2,0.75,22.94,1606.0,10260,94,0.0,0,0,57,0.90064806,1
2015-03-02,1,finishing,Monday,12,0.8,4.6,0,3780,0,0.0,0,0,9,0.607654321,3
2015-02-01,1,finishing,Sunday,12,0.75,4.08,0,1080,0,0.0,0,0,9,0.702666667,2
2015-01-04,1,finishing,Sunday,1,0.8,3.94,0,960,0,0.0,0,0,8,0.915229167,1
2015-01-10,2,finishing,Saturday,8,0.8,2.9,0,1440,0,0.0,0,0,8,0.628882576,1
2015-01-25,4,finishing,Sunday,5,0.7,4.15,0,3060,0,0.0,0,0,17,0.973796791,1
2015-02-02,1,sewing,Monday,5,0.5,30.1,839.0,6960,0,0.0,0,0,58,0.500801724,2
2015-01-15,3,sewing,Thursday,9,0.8,26.16,1369.0,10620,63,0.0,0,0,59,0.800117103,1
2015-02-16,3,finishing,Monday,7,0.7,4.15,0,1800,0,0.0,0,0,15,0.258,2
2015-01-25,4,sewing,Sunday,6,0.8,11.61,1181.0,5760,63,0.0,0,0,32,0.800386364,1
2015-02-09,2,sewing,Monday,8,0.35,30.1,901.0,6960,0,0.0,0,1,58,0.350301724,2
2015-02-01,1,sewing,Sunday,1,0.8,22.94,1582.0,3060,113,0.0,0,0,58,1.0,2
2015-03-08,2,sewing,Sunday,9,0.75,18.79,1239.0,5640,45,0.0,0,0,52,0.750371895,3
2015-02-09,2,finishing,Monday,2,0.8,3.94,0,2160,0,0.0,0,0,18,1.0,2
2015-02-09,2,sewing,Monday,7,0.35,30.1,842.0,6960,0,0.0,0,1,58,0.350301724,2
2015-03-04,1,sewing,Wednesday,5,0.7,27.48,586.0,6960,40,0.0,0,0,58,0.700424138,3
2015-03-11,2,finishing,Wednesday,12,0.8,4.6,0,2160,0,0.0,0,0,9,0.922839506,3
2015-02-28,4,finishing,Saturday,12,0.8,4.6,0,3780,0,0.0,0,0,9,0.590617284,2
2015-02-23,4,finishing,Monday,7,0.7,5.13,0,960,0,0.0,0,0,8,0.356458333,2
2015-01-14,2,sewing,Wednesday,2,0.8,51.02,1086.0,4260,27,0.0,0,0,57,0.311207464,1
2015-01-19,3,finishing,Monday,11,0.7,4.15,0,1440,0,0.0,0,0,8,0.409545455,1
2015-01-01,1,finishing,Thursday,4,0.75,3.94,0,2160,0,0.0,0,0,18,0.593055556,1
2015-02-28,4,finishing,Saturday,9,0.75,2.9,0,960,0,0.0,0,0,8,0.4078125,2
2015-01-19,3,finishing,Monday,12,0.8,2.9,0,1440,0,0.0,0,0,8,0.793844697,1
2015-02-04,1,sewing,Wednesday,9,0.8,22.52,1086.0,6960,50,0.0,0,0,58,0.799963218,2
2015-03-04,1,finishing,Wednesday,9,0.75,2.9,0,960,0,0.0,0,0,8,0.83375,3
2015-02-16,3,sewing,Monday,1,0.8,22.52,1422.0,6840,113,0.0,0,0,57,1.0,2
2015-01-13,2,sewing,Tuesday,9,0.8,26.16,1156.0,10620,75,0.0,0,0,59,0.850502311,1
2015-01-11,2,finishing,Sunday,2,0.8,3.94,0,1440,0,0.0,0,0,8,0.820833333,1
2015-01-06,1,sewing,Tuesday,10,0.75,28.08,1209.0,10530,45,0.0,0,0,58,0.750545455,1
2015-01-31,4,finishing,Saturday,3,0.8,3.94,0,960,0,0.0,0,0,8,0.971866667,1
2015-01-03,1,finishing,Saturday,3,0.75,3.94,0,1560,0,0.0,0,0,8,0.945277778,1
2015-01-21,3,finishing,Wednesday,9,0.8,3.94,0,2400,0,0.0,0,0,8,0.827147436,1
2015-02-12,2,finishing,Thursday,12,0.8,4.08,0,1080,0,0.0,0,0,9,0.838666667,2
2015-03-09,2,finishing,Monday,10,0.7,2.9,0,0,960,0.0,0,0,8,0.477291667,3
2015-03-08,2,finishing,Sunday,9,0.75,2.9,0,1080,0,0.0,0,0,9,0.929074074,3
2015-02-04,1,sewing,Wednesday,7,0.7,24.26,1471.0,6960,0,0.0,0,0,58,0.700612069,2
2015-03-01,1,finishing,Sunday,7,0.8,4.6,0,3360,0,0.0,0,0,8,0.350416667,3
2015-01-20,3,sewing,Tuesday,9,0.8,26.16,399.0,10620,63,0.0,0,0,59,0.800117103,1
2015-01-25,4,sewing,Sunday,5,0.7,20.4,1217.0,10440,50,0.0,0,0,58,0.700250784,1
2015-03-01,1,finishing,Sunday,2,0.7,3.9,0,960,0,0.0,0,0,8,0.585,3
2015-01-13,2,finishing,Tuesday,1,0.8,3.94,0,1440,0,0.0,0,0,2,0.951420455,1
2015-01-12,2,finishing,Monday,5,0.65,4.15,0,1440,0,0.0,0,0,8,0.809564394,1
2015-02-23,4,finishing,Monday,9,0.8,2.9,0,960,0,0.0,0,0,8,0.3715625,2
2015-01-06,1,sewing,Tuesday,4,0.8,28.08,925.0,10350,50,0.0,0,0,57,0.800594466,1
2015-02-22,4,finishing,Sunday,3,0.5,5.13,0,1800,0,0.0,0,0,15,0.8721,2
2015-01-05,1,sewing,Monday,7,0.8,25.9,1255.0,6780,50,0.0,0,0,56,0.800684366,1
2015-02-23,4,sewing,Monday,4,0.8,30.1,891.0,7140,38,0.0,0,1,59,0.800137255,2
2015-01-17,3,sewing,Saturday,12,0.8,11.61,1039.0,5670,63,0.0,0,0,31,0.800246753,1
2015-02-10,2,sewing,Tuesday,3,0.8,22.52,813.0,0,88,0.0,0,0,57,0.90047076,2
